freq,psd_x,psd_y,psd_z,psd_xyz
97.8,7.127e+05,6.077e+03,5.240e+03,7.240e+05
99.5,7.651e+05,1.089e+04,6.318e+03,7.823e+05
101.1,8.370e+05,1.460e+04,6.726e+03,8.583e+05
102.7,8.812e+05,1.972e+04,1.046e+04,9.113e+05
104.4,7.999e+05,2.770e+04,1.848e+04,8.461e+05
106.0,8.105e+05,3.278e+04,2.508e+04,8.684e+05
107.6,9.079e+05,3.738e+04,3.096e+04,9.763e+05
109.2,1.012e+06,3.986e+04,3.422e+04,1.086e+06
110.9,1.122e+06,3.639e+04,3.254e+04,1.191e+06
112.5,1.277e+06,2.723e+04,2.506e+04,1.329e+06
114.1,1.479e+06,1.544e+04,1.518e+04,1.509e+06
115.8,1.747e+06,7.492e+03,8.442e+03,1.763e+06
117.4,2.067e+06,4.392e+03,5.634e+03,2.077e+06
119.0,2.433e+06,4.002e+03,4.894e+03,2.442e+06
120.7,2.882e+06,5.084e+03,4.842e+03,2.892e+06
122.3,3.367e+06,5.932e+03,5.329e+03,3.379e+06
123.9,3.899e+06,6.132e+03,5.943e+03,3.911e+06
125.5,4.478e+06,5.432e+03,5.982e+03,4.489e+06
127.2,5.169e+06,3.763e+03,5.016e+03,5.178e+06
128.8,5.638e+06,2.849e+03,4.041e+03,5.645e+06
130.4,5.615e+06,3.724e+03,4.386e+03,5.623e+06
132.1,4.163e+06,9.286e+03,6.775e+03,4.179e+06
133.7,8.936e+05,7.667e+03,4.891e+03,9.062e+05
135.3,8.844e+04,2.476e+03,2.045e+03,9.296e+04
137.0,6.449e+04,2.040e+03,2.038e+03,6.857e+04
138.6,7.786e+04,3.405e+03,4.232e+03,8.549e+04
140.2,1.207e+05,4.446e+03,6.632e+03,1.318e+05
141.9,1.522e+05,4.247e+03,7.541e+03,1.640e+05
143.5,1.725e+05,3.543e+03,7.092e+03,1.831e+05
145.1,1.894e+05,2.885e+03,5.895e+03,1.982e+05
146.7,1.820e+05,2.602e+03,4.907e+03,1.895e+05
148.4,1.461e+05,2.603e+03,4.132e+03,1.528e+05
150.0,1.002e+05,2.676e+03,3.434e+03,1.063e+05
151.6,6.930e+04,2.558e+03,3.061e+03,7.492e+04
153.3,4.972e+04,2.371e+03,3.085e+03,5.517e+04
154.9,3.695e+04,2.353e+03,3.209e+03,4.251e+04
156.5,2.938e+04,2.324e+03,3.412e+03,3.512e+04
158.2,2.464e+04,2.215e+03,3.622e+03,3.048e+04
159.8,2.195e+04,2.254e+03,3.808e+03,2.801e+04
161.4,1.890e+04,2.192e+03,3.814e+03,2.490e+04
163.1,1.681e+04,1.898e+03,3.544e+03,2.225e+04
164.7,1.652e+04,1.468e+03,3.155e+03,2.114e+04
166.3,1.706e+04,1.264e+03,3.003e+03,2.133e+04
167.9,2.066e+04,1.190e+03,2.974e+03,2.482e+04
169.6,2.551e+04,1.139e+03,2.966e+03,2.961e+04
171.2,3.420e+04,1.082e+03,3.081e+03,3.836e+04
172.8,4.458e+04,1.128e+03,3.282e+03,4.899e+04
174.5,4.375e+04,1.101e+03,3.389e+03,4.824e+04
176.1,3.952e+04,1.048e+03,3.410e+03,4.398e+04
177.7,3.670e+04,9.204e+02,3.182e+03,4.080e+04
179.4,3.180e+04,8.232e+02,3.095e+03,3.572e+04
181.0,2.708e+04,7.838e+02,3.114e+03,3.098e+04
182.6,2.440e+04,7.713e+02,3.036e+03,2.821e+04
184.2,2.174e+04,7.541e+02,2.956e+03,2.545e+04
185.9,2.111e+04,7.511e+02,2.881e+03,2.474e+04
187.5,2.078e+04,7.453e+02,2.773e+03,2.429e+04
189.1,1.859e+04,7.408e+02,2.936e+03,2.226e+04
190.8,1.750e+04,7.265e+02,3.226e+03,2.145e+04
192.4,1.708e+04,6.851e+02,3.579e+03,2.134e+04
194.0,1.679e+04,6.254e+02,4.138e+03,2.155e+04
195.7,1.527e+04,5.753e+02,4.552e+03,2.039e+04
197.3,1.347e+04,5.599e+02,4.915e+03,1.894e+04
198.9,1.382e+04,6.217e+02,5.529e+03,1.997e+04
