freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.211e+01,5.942e+02,4.937e+02,1.110e+03
1.6,2.902e+01,3.710e+02,3.234e+02,7.233e+02
3.3,2.133e+01,7.162e+01,6.446e+01,1.574e+02
4.9,1.994e+01,5.154e+02,6.342e+01,5.988e+02
6.5,2.111e+01,1.460e+03,6.662e+01,1.548e+03
8.2,2.208e+01,2.368e+03,6.735e+01,2.457e+03
9.8,2.309e+01,3.468e+03,6.604e+01,3.558e+03
11.4,2.469e+01,4.824e+03,5.990e+01,4.908e+03
13.1,2.431e+01,6.464e+03,6.821e+01,6.556e+03
14.7,2.297e+01,8.159e+03,7.266e+01,8.255e+03
16.4,2.357e+01,1.036e+04,8.339e+01,1.046e+04
18.0,2.885e+01,1.306e+04,1.160e+02,1.321e+04
19.6,2.897e+01,1.630e+04,1.607e+02,1.649e+04
21.3,3.201e+01,2.057e+04,2.099e+02,2.081e+04
22.9,6.012e+01,2.636e+04,3.337e+02,2.675e+04
24.5,1.659e+02,3.489e+04,7.063e+02,3.576e+04
26.2,5.395e+02,4.324e+04,1.463e+03,4.524e+04
27.8,9.646e+02,4.315e+04,1.355e+03,4.546e+04
29.4,8.074e+02,5.426e+04,7.946e+02,5.586e+04
31.1,1.477e+03,5.704e+04,9.935e+02,5.951e+04
32.7,2.297e+03,5.320e+04,1.160e+03,5.665e+04
34.3,2.721e+03,5.688e+04,2.204e+03,6.180e+04
36.0,2.701e+03,5.868e+04,3.793e+03,6.518e+04
37.6,2.042e+03,5.416e+04,4.582e+03,6.078e+04
39.2,1.832e+03,5.142e+04,5.502e+03,5.876e+04
40.9,2.463e+03,5.459e+04,1.282e+04,6.987e+04
42.5,2.144e+03,5.475e+04,2.033e+04,7.722e+04
44.2,1.357e+03,4.724e+04,1.737e+04,6.598e+04
45.8,9.896e+02,3.814e+04,1.148e+04,5.060e+04
47.4,8.524e+02,3.826e+04,1.206e+04,5.117e+04
49.1,7.625e+02,4.201e+04,1.927e+04,6.204e+04
50.7,1.109e+03,4.545e+04,4.781e+04,9.437e+04
52.3,1.542e+03,5.020e+04,9.850e+04,1.502e+05
54.0,1.193e+03,5.813e+04,1.005e+05,1.598e+05
55.6,6.930e+02,6.785e+04,8.475e+04,1.533e+05
57.2,3.685e+02,7.690e+04,7.616e+04,1.534e+05
58.9,4.371e+02,9.288e+04,7.235e+04,1.657e+05
60.5,5.930e+02,1.180e+05,6.864e+04,1.872e+05
62.1,4.314e+02,1.444e+05,6.597e+04,2.108e+05
63.8,6.214e+02,1.693e+05,7.772e+04,2.476e+05
65.4,1.740e+03,1.974e+05,1.629e+05,3.620e+05
67.1,5.012e+03,2.160e+05,4.263e+05,6.473e+05
68.7,8.776e+03,2.352e+05,6.678e+05,9.118e+05
70.3,8.533e+03,2.921e+05,8.072e+05,1.108e+06
72.0,6.353e+03,3.855e+05,9.334e+05,1.325e+06
73.6,4.188e+03,5.063e+05,1.087e+06,1.598e+06
75.2,4.910e+03,7.160e+05,1.316e+06,2.037e+06
76.9,1.427e+04,1.087e+06,1.644e+06,2.746e+06
78.5,3.108e+04,1.559e+06,1.994e+06,3.584e+06
80.1,5.657e+04,2.116e+06,2.328e+06,4.500e+06
81.8,7.483e+04,2.374e+06,2.355e+06,4.804e+06
83.4,6.792e+04,2.395e+06,2.242e+06,4.705e+06
85.0,5.764e+04,2.502e+06,2.196e+06,4.755e+06
86.7,5.799e+04,2.353e+06,2.054e+06,4.466e+06
88.3,5.789e+04,2.262e+06,2.001e+06,4.322e+06
89.9,5.665e+04,2.294e+06,2.028e+06,4.379e+06
91.6,6.143e+04,2.221e+06,1.971e+06,4.253e+06
93.2,6.489e+04,2.064e+06,1.837e+06,3.965e+06
94.9,6.067e+04,1.889e+06,1.668e+06,3.619e+06
96.5,7.469e+04,1.676e+06,1.456e+06,3.207e+06
98.1,7.574e+04,1.466e+06,1.287e+06,2.829e+06
99.8,5.536e+04,1.270e+06,1.143e+06,2.468e+06
101.4,3.572e+04,1.085e+06,9.885e+05,2.109e+06
103.0,2.331e+04,9.065e+05,8.259e+05,1.756e+06
104.7,1.766e+04,7.247e+05,6.754e+05,1.418e+06
106.3,1.414e+04,5.921e+05,5.576e+05,1.164e+06
107.9,9.234e+03,4.972e+05,4.583e+05,9.647e+05
109.6,5.872e+03,4.050e+05,3.677e+05,7.785e+05
111.2,3.506e+03,3.241e+05,2.861e+05,6.137e+05
112.8,3.871e+03,2.753e+05,2.341e+05,5.132e+05
114.5,6.084e+03,2.611e+05,2.110e+05,4.782e+05
116.1,8.979e+03,2.627e+05,2.015e+05,4.732e+05
117.7,1.472e+04,2.700e+05,1.979e+05,4.826e+05
119.4,2.434e+04,2.849e+05,1.995e+05,5.088e+05
121.0,3.762e+04,3.108e+05,2.058e+05,5.542e+05
122.7,5.992e+04,3.467e+05,2.183e+05,6.249e+05
124.3,1.077e+05,3.865e+05,2.371e+05,7.313e+05
125.9,1.287e+05,4.176e+05,2.511e+05,7.974e+05
127.6,1.066e+05,4.304e+05,2.522e+05,7.892e+05
129.2,9.671e+04,4.322e+05,2.493e+05,7.782e+05
130.8,8.188e+04,4.280e+05,2.421e+05,7.520e+05
132.5,5.584e+04,2.961e+05,1.685e+05,5.205e+05
134.1,1.626e+04,5.140e+04,3.862e+04,1.063e+05
135.7,1.078e+04,8.519e+03,2.086e+04,4.016e+04
137.4,1.249e+04,7.673e+03,2.107e+04,4.123e+04
139.0,1.502e+04,6.710e+03,1.986e+04,4.159e+04
140.6,1.685e+04,6.108e+03,1.924e+04,4.220e+04
