freq,psd_x,psd_y,psd_z,psd_xyz
94.0,9.240e+03,1.827e+06,1.734e+06,3.570e+06
95.7,8.425e+03,1.756e+06,1.641e+06,3.405e+06
97.3,7.671e+03,1.499e+06,1.470e+06,2.976e+06
98.9,5.880e+03,1.270e+06,1.284e+06,2.559e+06
100.5,4.420e+03,1.075e+06,1.106e+06,2.186e+06
102.1,3.976e+03,9.157e+05,9.480e+05,1.868e+06
103.8,5.590e+03,7.621e+05,7.883e+05,1.556e+06
105.4,9.510e+03,6.047e+05,6.308e+05,1.245e+06
107.0,1.217e+04,5.133e+05,5.395e+05,1.065e+06
108.6,1.348e+04,4.257e+05,4.393e+05,8.784e+05
110.2,1.394e+04,3.346e+05,3.336e+05,6.821e+05
111.9,1.378e+04,2.584e+05,2.470e+05,5.192e+05
113.5,1.355e+04,2.122e+05,1.931e+05,4.188e+05
115.1,1.569e+04,2.068e+05,1.762e+05,3.987e+05
116.7,2.110e+04,2.314e+05,1.860e+05,4.386e+05
118.4,2.739e+04,2.609e+05,2.010e+05,4.893e+05
120.0,2.866e+04,2.741e+05,2.074e+05,5.101e+05
121.6,2.637e+04,2.744e+05,2.065e+05,5.073e+05
123.2,2.382e+04,2.724e+05,2.022e+05,4.984e+05
124.8,2.274e+04,2.657e+05,1.935e+05,4.820e+05
126.5,2.189e+04,2.561e+05,1.823e+05,4.603e+05
128.1,2.103e+04,2.453e+05,1.716e+05,4.379e+05
129.7,1.883e+04,2.348e+05,1.621e+05,4.157e+05
131.3,1.897e+04,2.182e+05,1.485e+05,3.857e+05
132.9,1.436e+04,1.234e+05,8.381e+04,2.215e+05
134.6,3.817e+03,1.465e+04,1.067e+04,2.913e+04
136.2,1.974e+03,2.273e+03,2.108e+03,6.355e+03
137.8,1.590e+03,1.907e+03,1.839e+03,5.336e+03
139.4,1.684e+03,1.781e+03,2.356e+03,5.821e+03
141.1,2.852e+03,2.113e+03,4.648e+03,9.613e+03
142.7,2.780e+03,1.974e+03,5.023e+03,9.777e+03
144.3,1.804e+03,1.443e+03,3.340e+03,6.586e+03
145.9,1.207e+03,1.036e+03,1.588e+03,3.831e+03
147.5,1.378e+03,1.037e+03,1.251e+03,3.665e+03
149.2,2.039e+03,1.412e+03,1.502e+03,4.953e+03
150.8,2.827e+03,1.692e+03,1.790e+03,6.309e+03
152.4,3.867e+03,1.647e+03,1.940e+03,7.453e+03
154.0,4.753e+03,1.540e+03,2.032e+03,8.325e+03
155.6,6.031e+03,1.451e+03,2.060e+03,9.543e+03
157.3,7.258e+03,1.145e+03,1.747e+03,1.015e+04
158.9,6.023e+03,5.569e+02,1.116e+03,7.696e+03
160.5,5.278e+03,4.799e+02,1.079e+03,6.837e+03
162.1,5.252e+03,5.465e+02,8.805e+02,6.679e+03
163.8,4.733e+03,5.563e+02,7.000e+02,5.989e+03
165.4,3.687e+03,5.461e+02,5.624e+02,4.795e+03
167.0,3.399e+03,4.736e+02,4.121e+02,4.285e+03
168.6,3.172e+03,3.958e+02,3.349e+02,3.903e+03
170.2,3.088e+03,4.157e+02,3.437e+02,3.847e+03
171.9,3.027e+03,6.902e+02,5.092e+02,4.226e+03
173.5,3.140e+03,9.410e+02,6.558e+02,4.737e+03
175.1,3.627e+03,8.744e+02,6.249e+02,5.127e+03
176.7,4.848e+03,8.187e+02,5.540e+02,6.220e+03
178.3,6.678e+03,7.726e+02,5.394e+02,7.990e+03
180.0,8.877e+03,7.487e+02,5.621e+02,1.019e+04
181.6,1.084e+04,7.589e+02,6.071e+02,1.221e+04
183.2,1.035e+04,8.621e+02,7.547e+02,1.197e+04
184.8,8.091e+03,9.796e+02,8.819e+02,9.952e+03
186.5,6.325e+03,9.755e+02,8.298e+02,8.131e+03
188.1,4.463e+03,8.853e+02,6.814e+02,6.030e+03
189.7,3.838e+03,8.594e+02,6.982e+02,5.396e+03
191.3,5.109e+03,7.465e+02,7.735e+02,6.629e+03
192.9,5.862e+03,7.165e+02,8.640e+02,7.443e+03
194.6,4.535e+03,6.006e+02,7.558e+02,5.891e+03
196.2,3.404e+03,4.715e+02,7.045e+02,4.580e+03
197.8,2.753e+03,4.413e+02,7.154e+02,3.910e+03
199.4,2.279e+03,3.877e+02,6.722e+02,3.339e+03
