freq,psd_x,psd_y,psd_z,psd_xyz
128.1,1.909e+06,3.955e+03,3.664e+03,1.917e+06
129.7,1.726e+06,3.385e+03,2.901e+03,1.732e+06
131.3,1.539e+06,3.104e+03,2.292e+03,1.544e+06
132.9,8.499e+05,2.045e+03,1.697e+03,8.536e+05
134.6,1.022e+05,5.429e+02,1.177e+03,1.039e+05
136.2,3.221e+04,3.735e+02,8.830e+02,3.347e+04
137.8,4.021e+04,4.031e+02,6.698e+02,4.129e+04
139.4,4.104e+04,4.952e+02,9.210e+02,4.246e+04
141.0,3.501e+04,7.660e+02,1.675e+03,3.745e+04
142.7,2.643e+04,1.092e+03,2.226e+03,2.974e+04
144.3,2.087e+04,1.100e+03,1.983e+03,2.395e+04
145.9,1.785e+04,9.328e+02,1.591e+03,2.037e+04
147.5,1.494e+04,7.478e+02,1.251e+03,1.694e+04
149.2,1.450e+04,6.003e+02,1.107e+03,1.621e+04
150.8,1.647e+04,5.510e+02,1.145e+03,1.817e+04
152.4,1.723e+04,5.274e+02,1.155e+03,1.892e+04
154.0,1.620e+04,4.745e+02,1.118e+03,1.780e+04
155.6,1.449e+04,4.015e+02,1.017e+03,1.591e+04
157.3,1.255e+04,3.249e+02,8.453e+02,1.372e+04
158.9,1.026e+04,2.802e+02,7.635e+02,1.130e+04
160.5,8.287e+03,2.624e+02,7.259e+02,9.275e+03
162.1,6.907e+03,2.252e+02,6.628e+02,7.795e+03
163.7,6.247e+03,1.889e+02,5.792e+02,7.015e+03
165.4,5.540e+03,1.623e+02,4.881e+02,6.190e+03
167.0,5.647e+03,1.724e+02,4.748e+02,6.294e+03
168.6,6.701e+03,1.745e+02,4.982e+02,7.374e+03
170.2,8.335e+03,1.575e+02,5.725e+02,9.065e+03
171.9,1.058e+04,1.359e+02,6.071e+02,1.133e+04
173.5,1.181e+04,1.371e+02,6.128e+02,1.256e+04
175.1,1.138e+04,1.404e+02,6.668e+02,1.219e+04
176.7,1.090e+04,1.432e+02,7.437e+02,1.178e+04
178.3,1.039e+04,1.327e+02,8.308e+02,1.135e+04
180.0,1.030e+04,1.408e+02,9.585e+02,1.140e+04
181.6,1.045e+04,1.500e+02,1.060e+03,1.166e+04
183.2,1.041e+04,1.472e+02,1.152e+03,1.171e+04
184.8,1.028e+04,1.524e+02,1.183e+03,1.161e+04
186.4,1.039e+04,1.679e+02,1.259e+03,1.182e+04
188.1,1.020e+04,1.715e+02,1.287e+03,1.166e+04
189.7,9.741e+03,1.949e+02,1.302e+03,1.124e+04
191.3,8.888e+03,1.989e+02,1.328e+03,1.042e+04
192.9,8.728e+03,2.263e+02,1.310e+03,1.026e+04
194.6,8.789e+03,2.904e+02,1.320e+03,1.040e+04
196.2,8.824e+03,3.342e+02,1.399e+03,1.056e+04
197.8,8.983e+03,3.582e+02,1.600e+03,1.094e+04
199.4,9.154e+03,3.885e+02,1.687e+03,1.123e+04
