freq,psd_x,psd_y,psd_z,psd_xyz
180.6,4.989e+04,6.135e+03,6.677e+03,6.270e+04
182.2,4.858e+04,5.907e+03,6.993e+03,6.148e+04
183.8,4.558e+04,5.889e+03,7.750e+03,5.922e+04
185.5,4.224e+04,5.712e+03,8.069e+03,5.603e+04
187.1,3.946e+04,5.296e+03,7.829e+03,5.258e+04
188.7,3.744e+04,4.541e+03,6.966e+03,4.895e+04
190.4,3.669e+04,4.618e+03,7.393e+03,4.870e+04
192.0,3.758e+04,5.132e+03,8.533e+03,5.124e+04
193.6,3.744e+04,5.582e+03,9.603e+03,5.263e+04
195.2,3.724e+04,5.955e+03,1.060e+04,5.380e+04
196.9,3.552e+04,6.072e+03,1.128e+04,5.287e+04
198.5,3.482e+04,5.558e+03,1.085e+04,5.123e+04
